ftof_p1a_s1 | fc | G4Trd | 20.15*cm, 200.0*cm, 6.54*cm, 6.54*cm, 178.1374*cm | G4_AIR | 227.9522006*cm, 0.0*cm, 652.1087354*cm | ordered: ordered: zyx, -90.0*deg, 0.0*deg, -115.0*deg | na | 0 | 0 | 000000 | na | na | na | na | na | na | 1 | Forward TOF - Panel 1a - Sector 1 |
panel1b_sector4_paddle_50 | ftof_p1b_s4 | G4Box | 165.52*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 113.1*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 50, side: 0 | na | na | na | na | 1 | paddle 50 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_51 | ftof_p1b_s4 | G4Box | 168.75*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 119.3*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 51, side: 0 | na | na | na | na | 1 | paddle 51 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_52 | ftof_p1b_s4 | G4Box | 171.925*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 125.34*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 52, side: 0 | na | na | na | na | 1 | paddle 52 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_53 | ftof_p1b_s4 | G4Box | 175.155*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 131.54*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 53, side: 0 | na | na | na | na | 1 | paddle 53 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_54 | ftof_p1b_s4 | G4Box | 178.33*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 137.58*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 54, side: 0 | na | na | na | na | 1 | paddle 54 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_55 | ftof_p1b_s4 | G4Box | 181.56*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 143.78*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 55, side: 0 | na | na | na | na | 1 | paddle 55 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_56 | ftof_p1b_s4 | G4Box | 184.735*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 149.82*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 56, side: 0 | na | na | na | na | 1 | paddle 56 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_57 | ftof_p1b_s4 | G4Box | 187.965*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 156.02*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 57, side: 0 | na | na | na | na | 1 | paddle 57 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_58 | ftof_p1b_s4 | G4Box | 191.14*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 162.06*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 58, side: 0 | na | na | na | na | 1 | paddle 58 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_59 | ftof_p1b_s4 | G4Box | 194.37*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 168.26*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 59, side: 0 | na | na | na | na | 1 | paddle 59 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_60 | ftof_p1b_s4 | G4Box | 197.545*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 174.3*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 60, side: 0 | na | na | na | na | 1 | paddle 60 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_61 | ftof_p1b_s4 | G4Box | 200.775*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 180.5*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 61, side: 0 | na | na | na | na | 1 | paddle 61 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_62 | ftof_p1b_s4 | G4Box | 203.95*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 186.54*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 62, side: 0 | na | na | na | na | 1 | paddle 62 - Panel 1b - Sector 4 |
ftof_p2_s4 | fc | G4Trd | 189.65*cm, 223.95*cm, 6.54*cm, 6.54*cm, 59.604*cm | G4_AIR | -407.0721297*cm, 0.0*cm, 496.5202621*cm | ordered: ordered: zyx, -270.0*deg, 0.0*deg, -148.11*deg | na | 0 | 0 | 000000 | na | na | na | na | na | na | 1 | Forward TOF - Panel 2 - Sector 4 |
panel2_sector4_paddle_1 | ftof_p2_s4 | G4Box | 185.65*cm, 2.54*cm, 11.0*cm | scintillator | 0.0*cm, 0.0*cm, -44.604*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 3, paddle: 1, side: 0 | na | na | na | na | 1 | paddle 1 - Panel 2 - Sector 4 |
panel2_sector4_paddle_2 | ftof_p2_s4 | G4Box | 192.5*cm, 2.54*cm, 11.0*cm | scintillator | 0.0*cm, 0.0*cm, -22.302*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 3, paddle: 2, side: 0 | na | na | na | na | 1 | paddle 2 - Panel 2 - Sector 4 |
panel2_sector4_paddle_3 | ftof_p2_s4 | G4Box | 199.35*cm, 2.54*cm, 11.0*cm | scintillator | 0.0*cm, 0.0*cm, 0.0*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 3, paddle: 3, side: 0 | na | na | na | na | 1 | paddle 3 - Panel 2 - Sector 4 |
panel2_sector4_paddle_4 | ftof_p2_s4 | G4Box | 206.25*cm, 2.54*cm, 11.0*cm | scintillator | 0.0*cm, 0.0*cm, 22.302*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 3, paddle: 4, side: 0 | na | na | na | na | 1 | paddle 4 - Panel 2 - Sector 4 |
panel2_sector4_paddle_5 | ftof_p2_s4 | G4Box | 213.1*cm, 2.54*cm, 11.0*cm | scintillator | 0.0*cm, 0.0*cm, 44.604*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 3, paddle: 5, side: 0 | na | na | na | na | 1 | paddle 5 - Panel 2 - Sector 4 |
ftof_shield_p2_sector4 | ftof_p2_s4 | G4Trd | 185.65*cm, 219.95*cm, 0.00635*cm, 0.00635*cm, 55.604*cm | G4_Pb | 0.0*cm, -2.54735*cm, 0.0*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | dc143c | na | na | na | na | na | na | 1 | Layer of lead - layer 2 -  Sector 4 |
ftof_p1a_s5 | fc | G4Trd | 20.15*cm, 200.0*cm, 6.54*cm, 6.54*cm, 178.1374*cm | G4_AIR | -113.9761003*cm, -197.4123966*cm, 652.1087354*cm | ordered: ordered: zyx, -330.0*deg, 0.0*deg, -115.0*deg | na | 0 | 0 | 000000 | na | na | na | na | na | na | 1 | Forward TOF - Panel 1a - Sector 5 |
panel1a_sector5_paddle_1 | ftof_p1a_s5 | G4Box | 16.15*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -166.6324*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 1, side: 0 | na | na | na | na | 1 | paddle 1 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_2 | ftof_p1a_s5 | G4Box | 24.05*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -151.484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 2, side: 0 | na | na | na | na | 1 | paddle 2 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_3 | ftof_p1a_s5 | G4Box | 32.0*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -136.3356*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 3, side: 0 | na | na | na | na | 1 | paddle 3 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_4 | ftof_p1a_s5 | G4Box | 39.9*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -121.1872*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 4, side: 0 | na | na | na | na | 1 | paddle 4 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_5 | ftof_p1a_s5 | G4Box | 47.85*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -106.0388*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 5, side: 0 | na | na | na | na | 1 | paddle 5 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_6 | ftof_p1a_s5 | G4Box | 53.3*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -90.8904*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 6, side: 0 | na | na | na | na | 1 | paddle 6 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_7 | ftof_p1a_s5 | G4Box | 61.2*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -75.742*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 7, side: 0 | na | na | na | na | 1 | paddle 7 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_8 | ftof_p1a_s5 | G4Box | 69.15*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -60.5936*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 8, side: 0 | na | na | na | na | 1 | paddle 8 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_9 | ftof_p1a_s5 | G4Box | 77.05*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -45.4452*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 9, side: 0 | na | na | na | na | 1 | paddle 9 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_10 | ftof_p1a_s5 | G4Box | 85.0*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -30.2968*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 10, side: 0 | na | na | na | na | 1 | paddle 10 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_11 | ftof_p1a_s5 | G4Box | 92.9*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -15.1484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 11, side: 0 | na | na | na | na | 1 | paddle 11 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_12 | ftof_p1a_s5 | G4Box | 100.85*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 0.0*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 12, side: 0 | na | na | na | na | 1 | paddle 12 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_13 | ftof_p1a_s5 | G4Box | 108.8*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 15.1484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 13, side: 0 | na | na | na | na | 1 | paddle 13 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_14 | ftof_p1a_s5 | G4Box | 116.7*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 30.2968*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 14, side: 0 | na | na | na | na | 1 | paddle 14 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_15 | ftof_p1a_s5 | G4Box | 124.65*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 45.4452*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 15, side: 0 | na | na | na | na | 1 | paddle 15 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_16 | ftof_p1a_s5 | G4Box | 132.55*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 60.5936*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 16, side: 0 | na | na | na | na | 1 | paddle 16 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_17 | ftof_p1a_s5 | G4Box | 140.5*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 75.742*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 17, side: 0 | na | na | na | na | 1 | paddle 17 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_18 | ftof_p1a_s5 | G4Box | 148.4*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 90.8904*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 18, side: 0 | na | na | na | na | 1 | paddle 18 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_19 | ftof_p1a_s5 | G4Box | 156.35*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 106.0388*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 19, side: 0 | na | na | na | na | 1 | paddle 19 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_20 | ftof_p1a_s5 | G4Box | 164.25*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 121.1872*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 20, side: 0 | na | na | na | na | 1 | paddle 20 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_21 | ftof_p1a_s5 | G4Box | 172.2*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 136.3356*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 21, side: 0 | na | na | na | na | 1 | paddle 21 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_22 | ftof_p1a_s5 | G4Box | 180.1*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 151.484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 22, side: 0 | na | na | na | na | 1 | paddle 22 - Panel 1a - Sector 5 |
panel1a_sector5_paddle_23 | ftof_p1a_s5 | G4Box | 188.05*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 166.6324*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 5, panel: 1, paddle: 23, side: 0 | na | na | na | na | 1 | paddle 23 - Panel 1a - Sector 5 |
ftof_shield_p1a_sector5 | ftof_p1a_s5 | G4Trd | 16.15*cm, 196.0*cm, 0.00635*cm, 0.00635*cm, 174.1374*cm | G4_Pb | 0.0*cm, -2.54735*cm, 0.0*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | dc143c | na | na | na | na | na | na | 1 | Layer of lead - layer 1a -  Sector 5 |
ftof_p1b_s5 | fc | G4Trd | 12.635*cm, 211.125*cm, 7.0*cm, 7.0*cm, 193.62*cm | G4_AIR | -109.4972936*cm, -189.6548757*cm, 638.3495944*cm | ordered: ordered: zyx, -330.0*deg, 0.0*deg, -115.0*deg | na | 0 | 0 | 000000 | na | na | na | na | na | na | 1 | Forward TOF - Panel 1b - Sector 5 |
panel1b_sector5_paddle_1 | ftof_p1b_s5 | G4Box | 8.635*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -186.7*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 1, side: 0 | na | na | na | na | 1 | paddle 1 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_2 | ftof_p1b_s5 | G4Box | 11.81*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -180.66*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 2, side: 0 | na | na | na | na | 1 | paddle 2 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_3 | ftof_p1b_s5 | G4Box | 15.04*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -174.46*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 3, side: 0 | na | na | na | na | 1 | paddle 3 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_4 | ftof_p1b_s5 | G4Box | 18.215*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -168.42*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 4, side: 0 | na | na | na | na | 1 | paddle 4 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_5 | ftof_p1b_s5 | G4Box | 21.445*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -162.22*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 5, side: 0 | na | na | na | na | 1 | paddle 5 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_6 | ftof_p1b_s5 | G4Box | 24.62*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -156.18*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 6, side: 0 | na | na | na | na | 1 | paddle 6 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_7 | ftof_p1b_s5 | G4Box | 27.85*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -149.98*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 7, side: 0 | na | na | na | na | 1 | paddle 7 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_8 | ftof_p1b_s5 | G4Box | 31.025*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -143.94*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 8, side: 0 | na | na | na | na | 1 | paddle 8 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_9 | ftof_p1b_s5 | G4Box | 34.255*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -137.74*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 9, side: 0 | na | na | na | na | 1 | paddle 9 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_10 | ftof_p1b_s5 | G4Box | 37.43*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -131.7*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 10, side: 0 | na | na | na | na | 1 | paddle 10 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_11 | ftof_p1b_s5 | G4Box | 40.66*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -125.5*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 11, side: 0 | na | na | na | na | 1 | paddle 11 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_12 | ftof_p1b_s5 | G4Box | 43.835*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -119.46*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 12, side: 0 | na | na | na | na | 1 | paddle 12 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_13 | ftof_p1b_s5 | G4Box | 47.065*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -113.26*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 13, side: 0 | na | na | na | na | 1 | paddle 13 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_14 | ftof_p1b_s5 | G4Box | 50.24*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -107.22*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 14, side: 0 | na | na | na | na | 1 | paddle 14 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_15 | ftof_p1b_s5 | G4Box | 53.47*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -101.02*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 15, side: 0 | na | na | na | na | 1 | paddle 15 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_16 | ftof_p1b_s5 | G4Box | 56.645*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -94.98*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 16, side: 0 | na | na | na | na | 1 | paddle 16 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_17 | ftof_p1b_s5 | G4Box | 59.875*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -88.78*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 17, side: 0 | na | na | na | na | 1 | paddle 17 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_18 | ftof_p1b_s5 | G4Box | 63.05*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -82.74*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 18, side: 0 | na | na | na | na | 1 | paddle 18 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_19 | ftof_p1b_s5 | G4Box | 66.28*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -76.54*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 19, side: 0 | na | na | na | na | 1 | paddle 19 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_20 | ftof_p1b_s5 | G4Box | 69.455*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -70.5*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 20, side: 0 | na | na | na | na | 1 | paddle 20 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_21 | ftof_p1b_s5 | G4Box | 72.685*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -64.3*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 21, side: 0 | na | na | na | na | 1 | paddle 21 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_22 | ftof_p1b_s5 | G4Box | 75.86*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -58.26*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 22, side: 0 | na | na | na | na | 1 | paddle 22 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_23 | ftof_p1b_s5 | G4Box | 79.085*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -52.06*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 23, side: 0 | na | na | na | na | 1 | paddle 23 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_24 | ftof_p1b_s5 | G4Box | 82.26*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -46.02*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 24, side: 0 | na | na | na | na | 1 | paddle 24 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_25 | ftof_p1b_s5 | G4Box | 85.49*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -39.82*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 25, side: 0 | na | na | na | na | 1 | paddle 25 - Panel 1b - Sector 5 |
panel1b_sector5_paddle_26 | ftof_p1b_s5 | G4Box | 88.665*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -33.78*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 5, panel: 2, paddle: 26, side: 0 | na | na | na | na | 1 | paddle 26 - Panel 1b - Sector 5 |
